import time: self [us] | cumulative | imported package
import time:      7384 |       7384 |                             torch._inductor.cudagraph_utils
import time:      1667 |       1667 |                             torch._inductor._functionalize_collectives
import time:      5378 |      98506 |                           torch._inductor.standalone_compile
import time:      4912 |     103418 |                         torch._inductor
import time:      2124 |     105542 |                       torch._inductor.test_operators
import time:      3460 |       3460 |                           torch._dynamo.bytecode_analysis
import time:      5597 |       9056 |                         torch._dynamo.bytecode_transformation
import time:      4306 |      13361 |                       torch._dynamo.resume_execution
import time:      1982 |       1982 |                           torch._dynamo.current_scope_id
import time:      1591 |       1591 |                             torch.utils._device
import time:     46205 |      46205 |                             torch._dynamo.source
import time:      4996 |       4996 |                               torch._dynamo.types
import time:      1575 |       1575 |                               torch.fx.experimental._dynamism
import time:      2121 |       2121 |                               torch.fx.experimental.dynamic_spec
import time:      2056 |       2056 |                               torch._dynamo.external_utils
import time:      2578 |       2578 |                                 torch._dynamo.backends
import time:      2147 |       4725 |                               torch._dynamo.backends.registry
import time:      1808 |       1808 |                               torch._dynamo.code_context
import time:      2439 |       2439 |                               torch._dynamo.hooks
import time:      1789 |       1789 |                               torch._dynamo.mutation_guard
import time:      6292 |      27796 |                             torch._dynamo.eval_frame
import time:      9780 |      85370 |                           torch._dynamo.guards
import time:      2076 |       2076 |                             torch._dynamo.graph_bytecode_inputs
import time:      1521 |       1521 |                                     torch.nn.utils._expanded_weights.expanded_weights_impl
import time:      1487 |       3007 |                                   torch.nn.utils._expanded_weights.expanded_weights_utils
import time:      1110 |       4117 |                                 torch.nn.utils._expanded_weights.conv_utils
import time:      1524 |       5640 |                               torch.nn.utils._expanded_weights.conv_expanded_weights
import time:      1051 |       1051 |                               torch.nn.utils._expanded_weights.embedding_expanded_weights
import time:      1165 |       1165 |                               torch.nn.utils._expanded_weights.group_norm_expanded_weights
import time:      1477 |       1477 |                               torch.nn.utils._expanded_weights.instance_norm_expanded_weights
import time:      1671 |       1671 |                               torch.nn.utils._expanded_weights.layer_norm_expanded_weights
import time:       972 |        972 |                               torch.nn.utils._expanded_weights.linear_expanded_weights
import time:      2915 |      14889 |                             torch.nn.utils._expanded_weights
import time:      4022 |       4022 |                             torch._dynamo.replay_record
import time:      5019 |       5019 |                             torch._dynamo.pgo
import time:      2332 |       2332 |                                   torch._dynamo.polyfills
import time:      2134 |       2134 |                                   torch._dynamo.variables.constant
import time:      1581 |       1581 |                                       torch._dynamo.create_parameter_op
import time:      1491 |       1491 |                                         torch._dynamo.variables.hashable
import time:      1780 |       1780 |                                         torch._dynamo.variables.object_protocol
import time:      2767 |       2767 |                                         torch._dynamo.variables.sets
import time:      2486 |       8523 |                                       torch._dynamo.variables.dicts
import time:      2425 |       2425 |                                       torch.utils._cxx_pytree
import time:      4752 |      17280 |                                     torch._dynamo.variables.user_defined
import time:      1709 |       1709 |                                             torch.distributed._composable_state
import time:      1342 |       1342 |                                               torch.distributed.algorithms._checkpoint
import time:      2482 |       3824 |                                             torch.distributed.algorithms._checkpoint.checkpoint_wrapper
import time:      6520 |       6520 |                                             torch.distributed.fsdp.api
import time:      2513 |      14564 |                                           torch.distributed.fsdp._common_utils
import time:      1895 |       1895 |                                             torch.testing._internal.distributed
import time:      1911 |       3805 |                                           torch.testing._internal.distributed.fake_pg
import time:      1007 |       1007 |                                                         torch.distributed._shard.common_op_utils
import time:      1103 |       2109 |                                                       torch.distributed._shard.op_registry_utils
import time:      1404 |       1404 |                                                           torch.distributed._shard.metadata
import time:      2240 |       2240 |                                                             torch.distributed._shard.sharded_tensor.metadata
import time:      1415 |       1415 |                                                             torch.distributed._shard.sharding_spec._internals
import time:      3090 |       6744 |                                                           torch.distributed._shard.sharding_spec.api
import time:      1316 |       1316 |                                                             torch.distributed._shard._utils
import time:      1580 |       1580 |                                                             torch.distributed._shard.sharded_tensor.shard
import time:      1818 |       1818 |                                                             torch.distributed._shard.sharded_tensor.utils
import time:      2173 |       6886 |                                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec
import time:      2295 |      17328 |                                                         torch.distributed._shard.sharding_spec
import time:      2364 |       2364 |                                                               torch.distributed.nn.functional
import time:      1302 |       3666 |                                                             torch.distributed.nn
import time:        25 |       3690 |                                                           torch.distributed.nn.functional
import time:      1157 |       4847 |                                                         torch.distributed._shard.sharded_tensor.reshard
import time:      2828 |      25001 |                                                       torch.distributed._shard.sharded_tensor.api
import time:      1711 |       1711 |                                                         torch.distributed._shard.sharded_tensor._ops.misc_ops
import time:      1407 |       1407 |                                                           torch.distributed._shard.sharded_tensor._ops._common
import time:      2726 |       4133 |                                                         torch.distributed._shard.sharded_tensor._ops.tensor_ops
import time:      2013 |       2013 |                                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops
import time:      1258 |       1258 |                                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops._common
import time:      2060 |       5330 |                                                         torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding
import time:      1303 |       1303 |                                                         torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding_bag
import time:      1535 |       1535 |                                                         torch.distributed._shard.sharded_tensor._ops.binary_cmp
import time:      1753 |       1753 |                                                         torch.distributed._shard.sharded_tensor._ops.init
import time:      2026 |      17788 |                                                       torch.distributed._shard.sharded_tensor._ops
import time:      2303 |      47200 |                                                     torch.distributed._shard.sharded_tensor
import time:      1040 |       1040 |                                                     torch.distributed._shard.sharder
import time:      2005 |       2005 |                                                       torch.distributed._shard.sharding_plan.api
import time:      1364 |       3369 |                                                     torch.distributed._shard.sharding_plan
import time:      1958 |      53565 |                                                   torch.distributed._shard.api
import time:      1680 |      55245 |                                                 torch.distributed._shard
import time:        23 |      55268 |                                               torch.distributed._shard.sharded_tensor
import time:        35 |      55302 |                                             torch.distributed._shard.sharded_tensor.api
import time:      1557 |       1557 |                                             torch.distributed.fsdp._shard_utils
import time:      1684 |      58542 |                                           torch.distributed.fsdp._fsdp_extensions
import time:      4241 |      81151 |                                         torch.distributed.fsdp._flat_param
import time:      3840 |       3840 |                                           torch.distributed.fsdp._fully_shard._fsdp_api
import time:      1455 |       1455 |                                                 torch.distributed._composable.contract
import time:      1833 |       3287 |                                               torch.distributed._composable.checkpoint_activation
import time:      1383 |       1383 |                                               torch.distributed._composable.replicate
import time:      1765 |       6433 |                                             torch.distributed._composable
import time:      3705 |       3705 |                                             torch.distributed.fsdp._fully_shard._fsdp_common
import time:      4370 |       4370 |                                                     torch.distributed._symmetric_memory
import time:      3672 |       3672 |                                                     torch.distributed.fsdp._fully_shard._fsdp_param
import time:      2944 |      10985 |                                                   torch.distributed.fsdp._fully_shard._fsdp_collectives
import time:      2807 |      13791 |                                                 torch.distributed.fsdp._fully_shard._fsdp_param_group
import time:      2459 |      16249 |                                               torch.distributed.fsdp._fully_shard._fsdp_state
import time:      1792 |      18040 |                                             torch.distributed.fsdp._fully_shard._fsdp_init
import time:      2123 |      30301 |                                           torch.distributed.fsdp._fully_shard._fully_shard
import time:      2098 |      36238 |                                         torch.distributed.fsdp._fully_shard
import time:      1643 |       1643 |                                           torch.distributed.fsdp._traversal_utils
import time:      1766 |       1766 |                                             torch.distributed.algorithms._comm_hooks.default_hooks
import time:      1508 |       3273 |                                           torch.distributed.algorithms._comm_hooks
import time:      1445 |       1445 |                                           torch.distributed.fsdp._dynamo_utils
import time:      1790 |       1790 |                                             torch.distributed.fsdp._exec_order_utils
import time:      1401 |       1401 |                                             torch.distributed.fsdp._limiter_utils
import time:      1551 |       1551 |                                             torch.distributed.fsdp.wrap
import time:      2028 |       2028 |                                                   torch.distributed.tensor.parallel.style
import time:      1615 |       3642 |                                                 torch.distributed.tensor.parallel.api
import time:      1818 |       1818 |                                                 torch.distributed.tensor.parallel.loss
import time:      2394 |       7853 |                                               torch.distributed.tensor.parallel
import time:      1183 |       1183 |                                               torch.distributed.tensor.parallel._data_parallel_utils
import time:      1734 |      10769 |                                             torch.distributed.tensor.parallel.fsdp
import time:       673 |        673 |                                             torchdistx
import time:      1753 |      17935 |                                           torch.distributed.fsdp._init_utils
import time:      2351 |       2351 |                                           torch.distributed.fsdp._runtime_utils
import time:      1533 |       1533 |                                           torch.distributed.fsdp._wrap_utils
import time:      1449 |       1449 |                                               torch.cuda._pin_memory_utils
import time:      2167 |       3616 |                                             torch.distributed._state_dict_utils
import time:      1983 |       1983 |                                             torch.distributed.fsdp._debug_utils
import time:      4591 |      10189 |                                           torch.distributed.fsdp._optim_utils
import time:      1372 |       1372 |                                             torch.distributed.fsdp._unshard_param_utils
import time:      1887 |       3258 |                                           torch.distributed.fsdp._state_dict_utils
import time:      3136 |      44760 |                                         torch.distributed.fsdp.fully_sharded_data_parallel
import time:      2503 |     164650 |                                       torch.distributed.fsdp
import time:        68 |     164718 |                                     torch.distributed.fsdp._fully_shard
import time:      6924 |       6924 |                                     torch._higher_order_ops.triton_kernel_wrap
import time:      4875 |     193795 |                                   torch._dynamo.variables.functions
import time:      2229 |       2229 |                                   torch._dynamo.variables.iter
import time:      3208 |     203695 |                                 torch._dynamo.variables.lists
import time:      4592 |     208287 |                               torch._dynamo.variables.misc
import time:      2230 |       2230 |                                   torch._dynamo.variables.lazy
import time:      2244 |       4474 |                                 torch._dynamo.variables.nn_module
import time:      1751 |       1751 |                                 torch._dynamo.variables.script_object
import time:     27463 |      27463 |                                         torch._functorch._aot_autograd.descriptors
import time:      4733 |       4733 |                                         torch._functorch._aot_autograd.functional_utils
import time:     23279 |      23279 |                                         torch._functorch._aot_autograd.schemas
import time:      2740 |       2740 |                                         torch._functorch._aot_autograd.subclass_utils
import time:      2808 |      61022 |                                       torch._functorch._aot_autograd.collect_metadata_analysis
import time:      4655 |       4655 |                                         torch._decomp.decompositions_for_rng
import time:      2024 |       2024 |                                         torch._functorch._aot_autograd.logging_utils
import time:      4887 |      11565 |                                       torch._functorch._aot_autograd.graph_capture_wrappers
import time:      1813 |       1813 |                                       torch._functorch._aot_autograd.input_output_analysis
import time:     17218 |      91616 |                                     torch._functorch._aot_autograd.runtime_wrappers
import time:      3574 |      95190 |                                   torch._dynamo.compiled_autograd
import time:    386608 |     386608 |                                   torch._dynamo._trace_wrapped_higher_order_op
import time:      3895 |     485692 |                                 torch._dynamo.variables.tensor
import time:      3395 |       3395 |                                   torch._dynamo.variables.ctx_manager
import time:      2692 |       6086 |                                 torch._dynamo.variables.torch_function
import time:      3216 |     501216 |                               torch._dynamo.codegen
import time:      2285 |     711788 |                             torch._dynamo.side_effects
import time:      3289 |       3289 |                             torch._dynamo.variables.builtin
import time:      1521 |       1521 |                             torch._dynamo.variables.distributed
import time:      4022 |       4022 |                               torch._dynamo.variables.invoke_subgraph
import time:      5498 |       9520 |                             torch._dynamo.variables.higher_order_ops
import time:      1756 |       1756 |                             torch._dynamo.variables.optimizer
import time:      1325 |       1325 |                             torch._dynamo.variables.sdpa
import time:     33777 |      33777 |                             torch._dynamo.variables.streams
import time:      4543 |       4543 |                             torch._dynamo.variables.torch
import time:      7664 |     801183 |                           torch._dynamo.variables.builder
import time:      6064 |     894598 |                         torch._dynamo.variables.base
import time:      3227 |     897824 |                       torch._dynamo.variables
import time:     23269 |    1039995 |                     torch._dynamo.trace_rules
import time:      1984 |       1984 |                           torch._dynamo.graph_region_tracker
import time:      2724 |       4707 |                         torch._dynamo.graph_deduplication
import time:      2040 |       2040 |                         torch._dynamo.graph_id_filter
import time:     12884 |      19630 |                       torch._dynamo.output_graph
import time:      3983 |      23613 |                     torch._dynamo.comprehension_graph_break
import time:      2596 |       2596 |                     torch._dynamo.funcname_cache
import time:     20484 |    1174615 |                   torch._dynamo.symbolic_convert
import time:      2118 |       2118 |                     torch._dynamo.comptime
import time:      5086 |       7204 |                   torch._dynamo.decorators
import time:      2918 |       2918 |                   torch._dynamo.cache_size
import time:      9905 |    1245067 |                 torch._dynamo.convert_frame
import time:      9128 |       9128 |                 torch._dynamo.package
import time:      7193 |    1261388 |               torch._dynamo.aot_compile
import time:      3907 |       3907 |               torch._dynamo.bytecode_debugger
import time:      2157 |       2157 |               torch._dynamo.functional_export
import time:      2720 |       2720 |                 torch.onnx.errors
import time:      1012 |       1012 |                     torch.onnx.ops._dtype_mappings
import time:     26977 |      27989 |                   torch.onnx.ops._impl
import time:     22547 |      22547 |                   torch.onnx.ops._symbolic_impl
import time:      3018 |      53553 |                 torch.onnx.ops
import time:      3336 |       3336 |                     torch.onnx._internal
import time:      2953 |       6288 |                   torch.onnx._internal.exporter
import time:      2881 |       9169 |                 torch.onnx._internal.exporter._exportable_module
import time:      1408 |       1408 |                     torch.onnx._internal._lazy_import
import time:      2319 |       2319 |                     torch.onnx._internal.exporter._dynamic_shapes
import time:      1291 |       1291 |                       torch.onnx._internal.exporter._constants
import time:      1588 |       2879 |                     torch.onnx._internal.exporter._ir_passes
import time:      2008 |       8614 |                   torch.onnx._internal.exporter._onnx_program
import time:      2394 |      11007 |                 torch.onnx._internal.exporter._input_observer
import time:      2032 |       2032 |                 torch.onnx._internal.torchscript_exporter
import time:      1399 |       1399 |                   torch.onnx._constants
import time:      2590 |       2590 |                   torch.onnx._internal.torchscript_exporter._type_utils
import time:      9295 |       9295 |                     torch.onnx._internal.torchscript_exporter.registration
import time:      2139 |       2139 |                     torch.onnx._internal.torchscript_exporter._globals
import time:      2593 |      14025 |                   torch.onnx._internal.torchscript_exporter.jit_utils
import time:      1819 |       1819 |                     torch.onnx._internal.torchscript_exporter.onnx_proto_utils
import time:      2578 |       4396 |                   torch.onnx._internal.torchscript_exporter.utils
import time:      4140 |      26549 |                 torch.onnx._internal.torchscript_exporter.symbolic_helper
import time:      5985 |       5985 |                   torch.onnx._internal.torchscript_exporter.symbolic_opset9
import time:      3125 |       9110 |                 torch.onnx._internal.torchscript_exporter.symbolic_opset10
import time:      2086 |       2086 |                 torch._functorch.make_functional
import time:     63123 |     179345 |               torch._dynamo.polyfills.loader
import time:      4652 |    1451446 |             torch._dynamo
import time:        41 |    1451487 |           torch._dynamo._trace_wrapped_higher_order_op
import time:     10987 |    1469584 |         transformers.masking_utils
import time:     39132 |      39132 |         transformers.pytorch_utils
import time:      3504 |       3504 |         transformers.tokenization_utils
import time:     61636 |      61636 |           transformers.generation.logits_process
import time:      2904 |      64540 |         transformers.generation.candidate_generator
import time:      6097 |       6097 |         transformers.generation.configuration_utils
import time:      1237 |       1237 |               opentelemetry
import time:      2843 |       4079 |             transformers.utils.metrics
import time:      5647 |       5647 |               transformers.generation.continuous_batching.requests
import time:      2581 |       8228 |             transformers.generation.continuous_batching.cache_manager
import time:      3153 |      15459 |           transformers.generation.continuous_batching.cache
import time:      2492 |       2492 |             transformers.generation.continuous_batching.scheduler
import time:      4935 |       7426 |           transformers.generation.continuous_batching.continuous_api
import time:      3323 |      26207 |         transformers.generation.continuous_batching
import time:      2620 |       2620 |         transformers.generation.stopping_criteria
import time:     10061 |    1635718 |       transformers.models.auto.auto_factory
import time:      6792 |       6792 |       transformers.models.encoder_decoder
import time:      1794 |       1794 |         tokenizers.trainers
import time:      2277 |       4071 |       transformers.tokenization_utils_fast
import time:      2921 |       2921 |       huggingface_hub.serialization._base
import time:      1610 |       1610 |       huggingface_hub.serialization._tensorflow
import time:      2308 |       2308 |       huggingface_hub.serialization._torch
import time:      1663 |       1663 |       transformers.distributed
import time:      1472 |       1472 |       transformers.integrations.accelerate
import time:      1599 |       1599 |       transformers.integrations.eager_paged
import time:      1782 |       1782 |         transformers.modeling_flash_attention_utils
import time:      1825 |       1825 |         transformers.integrations.npu_flash_attention
import time:      2778 |       6385 |       transformers.integrations.flash_attention
import time:      1772 |       1772 |       transformers.integrations.flash_paged
import time:      1287 |       1287 |       transformers.integrations.flex_attention
import time:       664 |        664 |         kernels
import time:      1456 |       2120 |       transformers.integrations.hub_kernels
import time:      1216 |       1216 |       transformers.integrations.sdpa_attention
import time:      1067 |       1067 |       transformers.integrations.sdpa_paged
import time:      1891 |       1891 |       transformers.integrations.tensor_parallel
import time:      1768 |       1768 |         transformers.loss
import time:      1265 |       1265 |                     PIL.GimpGradientFile
import time:       843 |        843 |                     PIL.GimpPaletteFile
import time:      1247 |       1247 |                     PIL.ImageColor
import time:      1218 |       1218 |                     PIL.PaletteFile
import time:      1298 |       5870 |                   PIL.ImagePalette
import time:      1202 |       7072 |                 PIL.ImageOps
import time:      2736 |       9807 |               transformers.image_utils
import time:      2018 |      11825 |             transformers.image_transforms
import time:      1553 |      13377 |           transformers.loss.loss_for_object_detection
import time:      1223 |       1223 |           transformers.loss.loss_rt_detr
import time:      1358 |      15957 |         transformers.loss.loss_d_fine
import time:      1044 |       1044 |         transformers.loss.loss_deformable_detr
import time:      1005 |       1005 |         transformers.loss.loss_grounding_dino
import time:      1342 |      21113 |       transformers.loss.loss_utils
import time:      7791 |       7791 |           transformers.utils.quantization_config
import time:      1532 |       1532 |             transformers.quantizers.quantizers_utils
import time:      1828 |       3359 |           transformers.quantizers.base
import time:      2043 |       2043 |           transformers.quantizers.quantizer_aqlm
import time:       995 |        995 |           transformers.quantizers.quantizer_auto_round
import time:      1306 |       1306 |           transformers.quantizers.quantizer_awq
import time:      1308 |       1308 |           transformers.quantizers.quantizer_bitnet
import time:      1222 |       1222 |           transformers.quantizers.quantizer_bnb_4bit
import time:      1160 |       1160 |           transformers.quantizers.quantizer_bnb_8bit
import time:      1104 |       1104 |           transformers.quantizers.quantizer_compressed_tensors
import time:      1262 |       1262 |           transformers.quantizers.quantizer_eetq
import time:      1228 |       1228 |           transformers.quantizers.quantizer_fbgemm_fp8
import time:      1328 |       1328 |           transformers.quantizers.quantizer_finegrained_fp8
import time:      1415 |       1415 |           transformers.quantizers.quantizer_fp_quant
import time:      1447 |       1447 |           transformers.quantizers.quantizer_gptq
import time:      1551 |       1551 |           transformers.quantizers.quantizer_higgs
import time:      2417 |       2417 |           transformers.quantizers.quantizer_hqq
import time:      1477 |       1477 |           transformers.quantizers.quantizer_mxfp4
import time:      1200 |       1200 |           transformers.quantizers.quantizer_quanto
import time:       970 |        970 |           transformers.quantizers.quantizer_quark
import time:      1983 |       1983 |           transformers.quantizers.quantizer_spqr
import time:      1508 |       1508 |           transformers.quantizers.quantizer_torchao
import time:       970 |        970 |           transformers.quantizers.quantizer_vptq
import time:      2372 |      41406 |         transformers.quantizers.auto
import time:      1488 |      42893 |       transformers.quantizers
import time:      1009 |       1009 |       transformers.safetensors_conversion
import time:      4148 |       4148 |         transformers.trainer_utils
import time:      1684 |       1684 |           transformers.debug_utils
import time:     12162 |      13846 |         transformers.training_args
import time:      2425 |       2425 |             sentence_transformers.sampler
import time:     10051 |      12475 |           sentence_transformers.training_args
import time:      2163 |      14638 |         sentence_transformers.cross_encoder.training_args
import time:      1578 |       1578 |                   sentence_transformers.readers.InputExample
import time:      1404 |       1404 |                   sentence_transformers.readers.LabelSentenceReader
import time:      1349 |       1349 |                   sentence_transformers.readers.NLIDataReader
import time:      1189 |       1189 |                   sentence_transformers.readers.STSDataReader
import time:      1131 |       1131 |                   sentence_transformers.readers.TripletReader
import time:      3042 |       9691 |                 sentence_transformers.readers
import time:        58 |       9748 |               sentence_transformers.readers.InputExample
import time:      1987 |      11734 |             sentence_transformers.datasets.DenoisingAutoEncoderDataset
import time:      1585 |       1585 |             sentence_transformers.datasets.NoDuplicatesDataLoader
import time:      1654 |       1654 |                         sentence_transformers.models.Module
import time:      1694 |       3347 |                       sentence_transformers.models.InputModule
import time:      1656 |       1656 |                           sentence_transformers.models.tokenizer.WordTokenizer
import time:      1660 |       3316 |                         sentence_transformers.models.tokenizer.PhraseTokenizer
import time:      1386 |       1386 |                         sentence_transformers.models.tokenizer.WhitespaceTokenizer
import time:      1881 |       6582 |                       sentence_transformers.models.tokenizer
import time:      1684 |      11612 |                     sentence_transformers.models.BoW
import time:      1634 |       1634 |                       sentence_transformers.models.Router
import time:      1423 |       3057 |                     sentence_transformers.models.CLIPModel
import time:      1338 |       1338 |                     sentence_transformers.models.CNN
import time:      1439 |       1439 |                     sentence_transformers.models.Dense
import time:      1376 |       1376 |                     sentence_transformers.models.Dropout
import time:      1454 |       1454 |                     sentence_transformers.models.LayerNorm
import time:      1197 |       1197 |                     sentence_transformers.models.LSTM
import time:      1186 |       1186 |                     sentence_transformers.models.Normalize
import time:      1354 |       1354 |                     sentence_transformers.models.Pooling
import time:      1303 |       1303 |                     sentence_transformers.models.StaticEmbedding
import time:      1898 |       1898 |                       transformers.onnx
import time:      1387 |       1387 |                       transformers.onnx.utils
import time:     19032 |      22316 |                     sentence_transformers.models.Transformer
import time:      1211 |       1211 |                     sentence_transformers.models.WeightedLayerPooling
import time:      1355 |       1355 |                     sentence_transformers.models.WordEmbeddings
import time:      1195 |       1195 |                     sentence_transformers.models.WordWeights
import time:      3027 |      54412 |                   sentence_transformers.models
import time:     12534 |      66946 |                 sentence_transformers.model_card
import time:      1297 |       1297 |                 sentence_transformers.similarity_functions
import time:      1645 |       1645 |                     sentence_transformers.evaluation.SentenceEvaluator
import time:      1764 |       3409 |                   sentence_transformers.evaluation.BinaryClassificationEvaluator
import time:      1398 |       1398 |                   sentence_transformers.evaluation.EmbeddingSimilarityEvaluator
import time:      1639 |       1639 |                   sentence_transformers.evaluation.InformationRetrievalEvaluator
import time:      1035 |       1035 |                   sentence_transformers.evaluation.LabelAccuracyEvaluator
import time:      1016 |       1016 |                   sentence_transformers.evaluation.MSEEvaluator
import time:      1239 |       1239 |                   sentence_transformers.evaluation.MSEEvaluatorFromDataFrame
import time:      1341 |       1341 |                   sentence_transformers.evaluation.NanoBEIREvaluator
import time:      1105 |       1105 |                   sentence_transformers.evaluation.ParaphraseMiningEvaluator
import time:      1464 |       1464 |                   sentence_transformers.evaluation.RerankingEvaluator
import time:      1597 |       1597 |                   sentence_transformers.evaluation.SequentialEvaluator
import time:       757 |        757 |                   sentence_transformers.evaluation.SimilarityFunction
import time:       983 |        983 |                   sentence_transformers.evaluation.TranslationEvaluator
import time:      1186 |       1186 |                   sentence_transformers.evaluation.TripletEvaluator
import time:      2087 |      20252 |                 sentence_transformers.evaluation
import time:      1139 |       1139 |                   sentence_transformers.datasets.SentenceLabelDataset
import time:      1157 |       1157 |                   sentence_transformers.model_card_templates
import time:      2119 |       4414 |                 sentence_transformers.fit_mixin
import time:      1119 |       1119 |                 sentence_transformers.peft_mixin
import time:      1036 |       1036 |                 sentence_transformers.quantization
import time:      2637 |      97698 |               sentence_transformers.SentenceTransformer
import time:      1355 |      99053 |             sentence_transformers.datasets.ParallelSentencesDataset
import time:      1034 |       1034 |             sentence_transformers.datasets.SentencesDataset
import time:      3074 |     116478 |           sentence_transformers.datasets
import time:        45 |     116523 |         sentence_transformers.datasets.NoDuplicatesDataLoader
import time:      7014 |     156166 |       sentence_transformers.cross_encoder.fit_mixin
import time:      2983 |       2983 |       sentence_transformers.cross_encoder.model_card
import time:      1093 |       1093 |       sentence_transformers.cross_encoder.util
import time:    965986 |    2865123 |     sentence_transformers.cross_encoder.CrossEncoder
import time:      5901 |       5901 |           transformers.data.data_collator
import time:      1875 |       1875 |           transformers.data.metrics
import time:      2071 |       2071 |               transformers.data.processors.utils
import time:      1604 |       3675 |             transformers.data.processors.glue
import time:      5831 |       5831 |                 transformers.models.bert
import time:      1779 |       7609 |               transformers.models.bert.tokenization_bert
import time:      1597 |       9205 |             transformers.data.processors.squad
import time:      1238 |       1238 |             transformers.data.processors.xnli
import time:      1755 |      15872 |           transformers.data.processors
import time:      2759 |      26406 |         transformers.data
import time:        26 |      26431 |       transformers.data.data_collator
import time:      1761 |       1761 |         sentence_transformers.data_collator
import time:      1802 |       3563 |       sentence_transformers.cross_encoder.data_collator
import time:      1775 |       1775 |         sentence_transformers.cross_encoder.losses.BinaryCrossEntropyLoss
import time:      1414 |       1414 |           sentence_transformers.cross_encoder.losses.MultipleNegativesRankingLoss
import time:      1339 |       2752 |         sentence_transformers.cross_encoder.losses.CachedMultipleNegativesRankingLoss
import time:      1512 |       1512 |         sentence_transformers.cross_encoder.losses.CrossEntropyLoss
import time:      1530 |       1530 |         sentence_transformers.cross_encoder.losses.LambdaLoss
import time:      1100 |       1100 |           sentence_transformers.cross_encoder.losses.PListMLELoss
import time:      1095 |       2195 |         sentence_transformers.cross_encoder.losses.ListMLELoss
import time:      1080 |       1080 |         sentence_transformers.cross_encoder.losses.ListNetLoss
import time:      1194 |       1194 |         sentence_transformers.cross_encoder.losses.MarginMSELoss
import time:      1174 |       1174 |         sentence_transformers.cross_encoder.losses.MSELoss
import time:      1249 |       1249 |         sentence_transformers.cross_encoder.losses.RankNetLoss
import time:      2220 |      16677 |       sentence_transformers.cross_encoder.losses
import time:      1603 |       1603 |           transformers.feature_extraction_utils
import time:      1480 |       3083 |         transformers.feature_extraction_sequence_utils
import time:      1912 |       1912 |         transformers.hyperparameter_search
import time:      1397 |       1397 |           transformers.image_processing_base
import time:      1325 |       2722 |         transformers.image_processing_utils
import time:      1410 |       1410 |         transformers.integrations.tpu
import time:      3251 |       3251 |           transformers.trainer_pt_utils
import time:      1863 |       5114 |         transformers.optimization
import time:      1798 |       1798 |           transformers.audio_utils
import time:      3660 |       3660 |           transformers.video_utils
import time:      1542 |       1542 |           transformers.utils.deprecation
import time:     10938 |      17937 |         transformers.processing_utils
import time:      2627 |       2627 |             sentence_transformers.losses.CoSENTLoss
import time:      1921 |       1921 |               sentence_transformers.losses.CachedGISTEmbedLoss
import time:      1820 |       1820 |               sentence_transformers.losses.CachedMultipleNegativesRankingLoss
import time:      1912 |       1912 |               sentence_transformers.losses.CachedMultipleNegativesSymmetricRankingLoss
import time:      1564 |       7215 |             sentence_transformers.losses.AdaptiveLayerLoss
import time:      1267 |       1267 |             sentence_transformers.losses.AnglELoss
import time:      1285 |       1285 |               sentence_transformers.losses.BatchHardTripletLoss
import time:      1249 |       2533 |             sentence_transformers.losses.BatchAllTripletLoss
import time:      1132 |       1132 |             sentence_transformers.losses.BatchHardSoftMarginTripletLoss
import time:      1271 |       1271 |             sentence_transformers.losses.BatchSemiHardTripletLoss
import time:      1573 |       1573 |             sentence_transformers.losses.ContrastiveLoss
import time:      1547 |       1547 |             sentence_transformers.losses.ContrastiveTensionLoss
import time:      1338 |       1338 |             sentence_transformers.losses.CosineSimilarityLoss
import time:      1649 |       1649 |             sentence_transformers.losses.DenoisingAutoEncoderLoss
import time:      1459 |       1459 |             sentence_transformers.losses.DistillKLDivLoss
import time:      1671 |       1671 |             sentence_transformers.losses.GISTEmbedLoss
import time:      1675 |       1675 |             sentence_transformers.losses.MarginMSELoss
import time:      1457 |       1457 |               sentence_transformers.losses.MatryoshkaLoss
import time:      1920 |       3377 |             sentence_transformers.losses.Matryoshka2dLoss
import time:      1162 |       1162 |             sentence_transformers.losses.MegaBatchMarginLoss
import time:      1212 |       1212 |             sentence_transformers.losses.MSELoss
import time:      1333 |       1333 |             sentence_transformers.losses.MultipleNegativesRankingLoss
import time:      1290 |       1290 |             sentence_transformers.losses.MultipleNegativesSymmetricRankingLoss
import time:      1375 |       1375 |             sentence_transformers.losses.OnlineContrastiveLoss
import time:      1518 |       1518 |             sentence_transformers.losses.SoftmaxLoss
import time:      1569 |       1569 |             sentence_transformers.losses.TripletLoss
import time:      3731 |      43515 |           sentence_transformers.losses
import time:        61 |      43575 |         sentence_transformers.losses.CoSENTLoss
import time:      6710 |      82461 |       sentence_transformers.trainer
import time:      1828 |     130958 |     sentence_transformers.cross_encoder.trainer
import time:      3155 |    2999235 |   sentence_transformers.cross_encoder
import time:      1493 |       1493 |   sentence_transformers.LoggingHandler
import time:      1709 |       1709 |         sentence_transformers.sparse_encoder.models.MLMTransformer
import time:      1137 |       1137 |         sentence_transformers.sparse_encoder.models.SparseAutoEncoder
